given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
micaela,blackwell,,lewin street,rosedina,dulwich hill,4103,nsw,19791204.0,7856388,id1082503943,micaela,blackwell,lewin street,rosedina,dulwich hill,nsw,1970-01-01,4103,4103_bl,137
callie,bullock,7.0,warramoo crescent,kanangra hstl,noble park,2650,tas,19351013.0,6636494,id8498361951,callie,bullock,warramoo crescent,kanangra hstl,noble park,tas,1970-01-01,2650,2650_bu,138
sian,beelitz,3.0,ashkanasy crescent,miowera,sylvania,5042,nsw,19510904.0,3279804,id0285069744,sian,beelitz,ashkanasy crescent,miowera,sylvania,nsw,1970-01-01,5042,5042_be,139
daniel,clarke,3.0,goldsborough close,,wilson,2206,wa,19630507.0,9886493,id1454714431,daniel,clarke,goldsborough close,,wilson,wa,1970-01-01,2206,2206_cl,140
riley,faull,32.0,turner place,margaret river carvn park,long jetty,2033,nsw,19640728.0,8404785,id2318743060,riley,faull,turner place,margaret river carvn park,long jetty,nsw,1970-01-01,2033,2033_fa,141
riley,wegemer,45.0,phillip avenue,walhalla,cremorne,3937,wa,19540621.0,9657253,id7366532822,riley,wegemer,phillip avenue,walhalla,cremorne,wa,1970-01-01,3937,3937_we,142
alexandra,knapman,16.0,mceacherncxrescent,villa 306,chelsea heights,3429,sa,19151113.0,6888119,id8739453217,alexandra,knapman,mceacherncxrescent,villa 306,chelsea heights,sa,1970-01-01,3429,3429_kn,143
niocla,collier,,schaff eyr place,mt styrt,sheidow park,2098,nsw,19420623.0,8536431,id8453146999,niocla,collier,schaff eyr place,mt styrt,sheidow park,nsw,1970-01-01,2098,2098_co,144
emiily,vodden,41.0,clement place,arcadia,st johns park,2170,nsw,19811218.0,9588930,id4421390690,emiily,vodden,clement place,arcadia,st johns park,nsw,1970-01-01,2170,2170_vo,145
cassandra,rafanelli,3025.0,,berragoon,st slbans,3020,wa,19270701.0,7377790,id6805394100,cassandra,rafanelli,,berragoon,st slbans,wa,1970-01-01,3020,3020_ra,146
dominxic,flockhart,2.0,oxley street,clear creek,northgate,3000,wa,19890621.0,5173538,id5066795663,dominxic,flockhart,oxley street,clear creek,northgate,wa,1970-01-01,3000,3000_fl,147
samantha,sabieray,68.0,quandong street,wattle brae,gorokan,4019,wa,19590807.0,2863290,id2836410292,samantha,sabieray,quandong street,wattle brae,gorokan,wa,1970-01-01,4019,4019_sa,148
dominic,flockhdart,26.0,oxley street,clear creek,northgate,3001,wa,19890621.0,5173538,id3896510543,dominic,flockhdart,oxley street,clear creek,northgate,wa,1970-01-01,3001,3001_fl,149
harrison,paulka,211.0,bourne street,tally ho,ballina,3976,vic,19260122.0,4721250,id2448540171,harrison,paulka,bourne street,tally ho,ballina,vic,1970-01-01,3976,3976_pa,150
toby,maczkowiack,8.0,kanooka street,carinya vlge,canley vale,3219,nsw,19000328.0,7799632,id2833717762,toby,maczkowiack,kanooka street,carinya vlge,canley vale,nsw,1970-01-01,3219,3219_ma,151
ruby,jeffries,73.0,forbes street,underwood,st albans,4165,nsw,19490705.0,8939903,id2974885717,ruby,jeffries,forbes street,underwood,st albans,nsw,1970-01-01,4165,4165_je,152
charlotte,mccraken,5.0,,flr 5 john flynnmedical centre,bligh park,4814,nsw,19570529.0,6092940,id2225959353,charlotte,mccraken,,flr 5 john flynnmedical centre,bligh park,nsw,1970-01-01,4814,4814_mc,153
sma,webb,5.0,deamer cerescent,belaradah,west lakes shore,2570,wa,19361215.0,4408444,id1191899052,sma,webb,deamer cerescent,belaradah,west lakes shore,wa,1970-01-01,2570,2570_we,154
jonah,nguyen,8.0,dalley crescent,the palms village,kingary,2607,nsw,19591019.0,9550440,id4530504220,jonah,nguyen,dalley crescent,the palms village,kingary,nsw,1970-01-01,2607,2607_ng,155
eliza,white,82.0,summerland circuit,rsd shee oak ridge,thornlie,2345,qld,19420103.0,6353345,id7894012010,eliza,white,summerland circuit,rsd shee oak ridge,thornlie,qld,1970-01-01,2345,2345_wh,156
barnaby,egan,13.0,britten-jones drive,rawdon,kaleen,4304,vic,19270529.0,6442115,id5784618916,barnaby,egan,britten jones drive,rawdon,kaleen,vic,1970-01-01,4304,4304_eg,157
kate,rawlings,70.0,corin place,oxfodrd,kuraby,4216,qld,19330925.0,2464828,id2719298147,kate,rawlings,corin place,oxfodrd,kuraby,qld,1970-01-01,4216,4216_ra,158
mackinley,rees,93.0,oman place,locn 2192,parmelia,3084,wa,19710708.0,5830377,id6444440982,mackinley,rees,oman place,locn 2192,parmelia,wa,1970-01-01,3084,3084_re,159
hayden,covino,10.0,glengariffe,deamer cf escent,north ryde,2705,qld,19541104.0,2494239,id7289918969,hayden,covino,glengariffe,deamer cf escent,north ryde,qld,1970-01-01,2705,2705_co,160
jessica,ryan,37.0,mccrae street,cherry haven,junortoun,6065,vic,19980225.0,4602238,id8338761201,jessica,ryan,mccrae street,cherry haven,junortoun,vic,1970-01-01,6065,6065_ry,161
bradley,clarke,40.0,sharwood csrescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,id3013404016,bradley,clarke,sharwood csrescent,lynd hurat,ringwood,wa,1970-01-01,3959,3959_cl,162
locylan,grosser,5.0,yapunyah street,youralla,gingin,5276,nsw,19530210.0,5071722,id5681247096,locylan,grosser,yapunyah street,youralla,gingin,nsw,1970-01-01,5276,5276_gr,163
danielle,morrison,95.0,london circuit,sec 552,bibra lake,4701,vic,19030709.0,8907802,id6087173210,danielle,morrison,london circuit,sec 552,bibra lake,vic,1970-01-01,4701,4701_mo,164
alessandria,rabbitt,19.0,ellenborough street,inglemer,mirrabooka,2186,vic,19900410.0,6217834,id5554685792,alessandria,rabbitt,ellenborough street,inglemer,mirrabooka,vic,1970-01-01,2186,2186_ra,165
phoebe,pettman-south,108.0,kernot street,surfrider carvn park,ballina,3175,vic,19720328.0,9681847,id7473966449,phoebe,pettman south,kernot street,surfrider carvn park,ballina,vic,1970-01-01,3175,3175_pe,166
laura,braunak,87.0,durville crescent,,graceyville,2536,nsw,19550419.0,6978084,id7699290498,laura,braunak,durville crescent,,graceyville,nsw,1970-01-01,2536,2536_br,167
joshu a,hohn,97.0,somme rlad place,coralyn,eight mile plains,3178,vic,19260422.0,6588717,id1540769145,joshu a,hohn,somme rlad place,coralyn,eight mile plains,vic,1970-01-01,3178,3178_ho,168
millane,mccarthy,3.0,alfred hill drive,hold fast shores,mortlake,2032,wa,19630818.0,6220857,id9589289926,millane,mccarthy,alfred hill drive,hold fast shores,mortlake,wa,1970-01-01,2032,2032_mc,169
emma,thackeray,71.0,kinkead street,warrah lea,newcomb,4161,,19670913.0,4676877,id3426982777,emma,thackeray,kinkead street,warrah lea,newcomb,,1970-01-01,4161,4161_th,170
,,1.0,amaroo wallaroo road,parkside flats,chester hill,4811,nsw,19250804.0,1323712,id1396467719,,,amaroo wallaroo road,parkside flats,chester hill,nsw,1970-01-01,4811,4811_,171
malakai,schoppe,31.0,boddington crescent,broadwater caravn park,trafalgar,2747,vic,19141221.0,9890346,id0350046736,malakai,schoppe,boddington crescent,broadwater caravn park,trafalgar,vic,1970-01-01,2747,2747_sc,172
anastasia,kromwyk,17.0,dyson street,,talwood,4115,vic,,8198114,id9527533571,anastasia,kromwyk,dyson street,,talwood,vic,,4115,4115_kr,173
jared,wytkin,61.0,belfield crescent,rowethorpe,bundaberg,5081,,19831025.0,2988806,id6268181528,jared,wytkin,belfield crescent,rowethorpe,bundaberg,,1970-01-01,5081,5081_wy,174
brinaa,morrison,4.0,coolac vplace,esk farm,seaton,2566,vic,19131203.0,2277933,id9285275045,brinaa,morrison,coolac vplace,esk farm,seaton,vic,1970-01-01,2566,2566_mo,175
lily,petersen,13.0,bissenberger crescent,,melville,2250,,19020326.0,3851124,id7960848198,lily,petersen,bissenberger crescent,,melville,,1970-01-01,2250,2250_pe,176
sophie,lovelock,7.0,calder crescent,,pitt town,3810,nsw,19470413.0,1321061,id5965213363,sophie,lovelock,calder crescent,,pitt town,nsw,1970-01-01,3810,3810_lo,177
joshua,eyles,27.0,harcourt street,belmore river,underdale,2112,vic,19861219.0,1761692,id3586089406,joshua,eyles,harcourt street,belmore river,underdale,vic,1970-01-01,2112,2112_ey,178
abbey,herno,1.0,drosera place,quandialla,yarra junction,800,vic,19760613.0,2291123,id3615123852,abbey,herno,drosera place,quandialla,yarra junction,vic,1970-01-01,0800,0800_he,179
alexandra,heron,327.0,tullaroop street,vinery,elsternwick,6208,nsw,19400609.0,9873657,id2429820278,alexandra,heron,tullaroop street,vinery,elsternwick,nsw,1970-01-01,6208,6208_he,180
jaiden,rollins,48.0,tulgeywood,rossarden street,balwyn north,2224,nt,19280722.0,7626396,id0751771883,jaiden,rollins,tulgeywood,rossarden street,balwyn north,nt,1970-01-01,2224,2224_ro,181
timothy,neville,21.0,fihelly street,villa2,st lucia,3108,wa,19781123.0,1955388,id7789511432,timothy,neville,fihelly street,villa2,st lucia,wa,1970-01-01,3108,3108_ne,182
jarod,mccarthy,63.0,henty street,moriah ifelds,,2166,nsw,19400529.0,6158276,id5320522757,jarod,mccarthy,henty street,moriah ifelds,,nsw,1970-01-01,2166,2166_mc,183
erin,humphreys,11.0,endeavour street,lake macquzrie vlge,umina beach,4873,nsw,19670519.0,9387932,id0022212673,erin,humphreys,endeavour street,lake macquzrie vlge,umina beach,nsw,1970-01-01,4873,4873_hu,184
ruby,reid,7.0,fitzmaurice street,,eaglwhawk,2260,qld,19120626.0,8386277,id1703143844,ruby,reid,fitzmaurice street,,eaglwhawk,qld,1970-01-01,2260,2260_re,185
charlie,primvaera,6.0,chauvel street,st francis vlge,dover yeights,2533,nsw,19250314.0,3173638,id3163863831,charlie,primvaera,chauvel street,st francis vlge,dover yeights,nsw,1970-01-01,2533,2533_pr,186
christian,ferris,3.0,coombe street,warraview,plumpton,5008,nsw,19930222.0,1670806,id6797798615,christian,ferris,coombe street,warraview,plumpton,nsw,1970-01-01,5008,5008_fe,187
eliza,mason,57.0,kennedy sreet,brentwodo vlge,bundamba,4067,tas,19071124.0,3004030,id5799334100,eliza,mason,kennedy sreet,brentwodo vlge,bundamba,tas,1970-01-01,4067,4067_ma,188
kylie,dixon,4.0,sanford xplace,white lofdge,phillip,5047,sa,19000404.0,7161189,id8739283660,kylie,dixon,sanford xplace,white lofdge,phillip,sa,1970-01-01,5047,5047_di,189
lauren,paine,27.0,mcvey pace,yambira,helid on,2776,qld,19440502.0,4517134,id2139337216,lauren,paine,mcvey pace,yambira,helid on,qld,1970-01-01,2776,2776_pa,190
alexandra,grosvenor,16.0,anembo street,glenlee,frankston,4818,nsw,19930305.0,2128447,id3463962056,alexandra,grosvenor,anembo street,glenlee,frankston,nsw,1970-01-01,4818,4818_gr,191
harrison,schumann,24.0,monaro crescent,donnelly rvr villg,oakleigh,2280,nsw,19991013.0,9551413,id0180844619,harrison,schumann,monaro crescent,donnelly rvr villg,oakleigh,nsw,1970-01-01,2280,2280_sc,192
beams,emiily,1.0,tarrabo ol street,,andergrove,2075,qld,19011124.0,6512231,id4469433500,beams,emiily,tarrabo ol street,,andergrove,qld,1970-01-01,2075,2075_em,193
ryan,fey,82.0,kitchener street,un t 1,slacks creek,3450,qld,19870928.0,4515379,id3468669117,ryan,fey,kitchener street,un t 1,slacks creek,qld,1970-01-01,3450,3450_fe,194
georgia,byersi,17.0,hilder street,,palmerston,4740,nse,19550530.0,6410415,id9751930211,georgia,byersi,hilder street,,palmerston,nse,1970-01-01,4740,4740_by,195
anika,spicer,3.0,melrose drive,rmbe 770,view bank,2067,nsw,19861012.0,1434508,id5520631787,anika,spicer,melrose drive,rmbe 770,view bank,nsw,1970-01-01,2067,2067_sp,196
liam,kothe,8.0,beaurepaire crescent,,allawah,4570,qld,19740720.0,6657084,id4266404795,liam,kothe,beaurepaire crescent,,allawah,qld,1970-01-01,4570,4570_ko,197
jaco b,,24.0,downward place,banksia village,bunbury,4671,qld,19470530.0,3777070,id0667027676,jaco b,,downward place,banksia village,bunbury,qld,1970-01-01,4671,4671_,198
pia,campbell,28.0,euree street,ursula,corowa,3199,vic,19150704.0,7029505,id4005373981,pia,campbell,euree street,ursula,corowa,vic,1970-01-01,3199,3199_ca,199
lucinda,mcneill,7.0,ashburton circuit,malekula,vaucluse,3223,qld,19090228.0,4364711,id6418056350,lucinda,mcneill,ashburton circuit,malekula,vaucluse,qld,1970-01-01,3223,3223_mc,200
olivia,wheatley,5.0,crisp circuit,stanhope sth,lake clarendon,4575,qld,19421007.0,5051083,id5459369744,olivia,wheatley,crisp circuit,stanhope sth,lake clarendon,qld,1970-01-01,4575,4575_wh,201
thomas,finlay,2.0,vicke ry street,brindabella court,page,2160,qld,19520829.0,5555657,id9862789170,thomas,finlay,vicke ry street,brindabella court,page,qld,1970-01-01,2160,2160_fi,202
erin,humphreys,11.0,endeavour street,lake macquaire vlge,elanora heights,4874,nsw,19670519.0,5094045,id3976123351,erin,humphreys,endeavour street,lake macquaire vlge,elanora heights,nsw,1970-01-01,4874,4874_hu,203
dominic,,2.0,oxley street,clear creek,northgate,3000,wa,19890621.0,5173538,id7561074545,dominic,,oxley street,clear creek,northgate,wa,1970-01-01,3000,3000_,204
isabella,gilbertson,67.0,boswell c rescent,,morwell,4704,qld,19111011.0,9304242,id2238192485,isabella,gilbertson,boswell c rescent,,morwell,qld,1970-01-01,4704,4704_gi,205
holly,shepherd,44.0,castlereaghcrescent,dalkeith cottage,eaton,6060,vic,19980816.0,1917978,id0201709988,holly,shepherd,castlereaghcrescent,dalkeith cottage,eaton,vic,1970-01-01,6060,6060_sh,206
lachlan,goldsworthy,61.0,ashkanasy crescent,mcivor ridge,rowville,3158,vic,19450818.0,8577437,id6089500366,lachlan,goldsworthy,ashkanasy crescent,mcivor ridge,rowville,vic,1970-01-01,3158,3158_go,207
andrea,brokenshire,3.0,sturdee crescent,,birmingham gardens,2455,nsw,19450619.0,2381532,id8502463630,andrea,brokenshire,sturdee crescent,,birmingham gardens,nsw,1970-01-01,2455,2455_br,208
jed,hearn,560.0,gairdner circuit,hd curramulka,alice springs,3056,qld,19060312.0,9442649,id3836958712,jed,hearn,gairdner circuit,hd curramulka,alice springs,qld,1970-01-01,3056,3056_he,209
jordhau,ryan,16.0,carnegie crescent,tahmoor,millrbook,6004,vic,19900903.0,2479030,id3970849107,jordhau,ryan,carnegie crescent,tahmoor,millrbook,vic,1970-01-01,6004,6004_ry,210
joshua,morrison,17.0,beasley street,,tingalpa,5097,vic,19101123.0,1294692,id6015957267,joshua,morrison,beasley street,,tingalpa,vic,1970-01-01,5097,5097_mo,211
flynn,crea,45.0,,,lismore,2068,nsw,19610318.0,7062906,id0092524193,flynn,crea,,,lismore,nsw,1970-01-01,2068,2068_cr,212
jacob,marampon,39.0,lowanna street,glenveagh,keysborough,3806,vic,,7380723,id4540889594,jacob,marampon,lowanna street,glenveagh,keysborough,vic,,3806,3806_ma,213
olivia,philps,84.0,ennor crescent,yarawee,king river,2540,nsw,19770302.0,4412451,id3471941489,olivia,philps,ennor crescent,yarawee,king river,nsw,1970-01-01,2540,2540_ph,214
madison,fenwick,63.0,terry close,llandina,glenside,4551,sa,19210711.0,9717577,id9080080939,madison,fenwick,terry close,llandina,glenside,sa,1970-01-01,4551,4551_fe,215
juliana,petersen,25.0,currong street,admiralty quays,glenside,5280,nsw,19610510.0,1726629,id5704639919,juliana,petersen,currong street,admiralty quays,glenside,nsw,1970-01-01,5280,5280_pe,216
loan,green,11.0,marlock street,kersley mews,an ula,6233,nsw,19440514.0,2837625,id7546737305,loan,green,marlock street,kersley mews,an ula,nsw,1970-01-01,6233,6233_gr,217
ebpony,,90.0,david street,,long jetty,6630,nsw,19410614.0,7166687,id4840368305,ebpony,,david street,,long jetty,nsw,1970-01-01,6630,6630_,218
timothy,neville,21.0,fihelly street,villa 2,st lucia,3108,wa,19781123.0,1955388,id1027185220,timothy,neville,fihelly street,villa 2,st lucia,wa,1970-01-01,3108,3108_ne,182
charlei,ebert,21.0,brewste r place,summerdale medical centre,frankston,4570,vic,19711020.0,3939901,id7590571865,charlei,ebert,brewste r place,summerdale medical centre,frankston,vic,1970-01-01,4570,4570_eb,46
bianca,marlow,34.0,dietricho place,,alice springs,5065,wa,19980201.0,4351633,id0909802902,bianca,marlow,dietricho place,,alice springs,wa,1970-01-01,5065,5065_ma,219
kayne,priest,48.0,temperley street,sunrest squd,north nrarabeen,3995,wa,19831118.0,1585410,id8544640532,kayne,priest,temperley street,sunrest squd,north nrarabeen,wa,1970-01-01,3995,3995_pr,220
madison,boxhall,10.0,yanda street,kookaburra village,dapto,4703,sa,19170926.0,7262746,id1954673249,madison,boxhall,yanda street,kookaburra village,dapto,sa,1970-01-01,4703,4703_bo,221
erin,birchby,24.0,burrowes place,elston,creswick,4721,vic,19461022.0,7298611,id8347240349,erin,birchby,burrowes place,elston,creswick,vic,1970-01-01,4721,4721_bi,222
jasmine,sach,17.0,goble s treet,ren own,gawler west,2031,nsw,19791109.0,2530372,id6168711630,jasmine,sach,goble s treet,ren own,gawler west,nsw,1970-01-01,2031,2031_sa,223
jack,brock,1.0,duhig place,,boyanup,2484,nsw,19800422.0,8460078,id2397724307,jack,brock,duhig place,,boyanup,nsw,1970-01-01,2484,2484_br,224
hugo,walkington,51.0,oxley street,karoo,oak park,6026,nsw,19150227.0,8296721,id9282530868,hugo,walkington,oxley street,karoo,oak park,nsw,1970-01-01,6026,6026_wa,225
,whiteley,17.0,mcluckie crescent,kintrye,malvern east,4810,vic,19800908.0,2774642,id4212523291,,whiteley,mcluckie crescent,kintrye,malvern east,vic,1970-01-01,4810,4810_wh,226
cameron,unyland,25.0,chewings street,underwood,broken hill,6109,qld,19980904.0,2071902,id3258136115,cameron,unyland,chewings street,underwood,broken hill,qld,1970-01-01,6109,6109_un,227
jared,wytkon,61.0,belfield crescent,rowethorpe,bundaberg,5081,,19831025.0,2988806,id0496814302,jared,wytkon,belfield crescent,rowethorpe,bundaberg,,1970-01-01,5081,5081_wy,174
danielle,millar,6.0,stanfield close,rosetta village,blackburn north,3102,qld,19991007.0,1611706,id4242677308,danielle,millar,stanfield close,rosetta village,blackburn north,qld,1970-01-01,3102,3102_mi,228
charlotte,carbone,12.0,peppin place,,albury,4559,sa,19171126.0,4856046,id6264226415,charlotte,carbone,peppin place,,albury,sa,1970-01-01,4559,4559_ca,229
matthew,seddon,195.0,collingriddge street,port 366,paralowie,3830,nsw,19920305.0,6514580,id5210755601,matthew,seddon,collingriddge street,port 366,paralowie,nsw,1970-01-01,3830,3830_se,230
any,miteff,68.0,john clelad crescent,barkom,blackheath,2036,qld,19160228.0,2583901,id8385131912,any,miteff,john clelad crescent,barkom,blackheath,qld,1970-01-01,2036,2036_mi,231
jessica,wasley,53.0,eyre street,milmilland,cronulla,2564,wa,19931004.0,3209589,id0987435488,jessica,wasley,eyre street,milmilland,cronulla,wa,1970-01-01,2564,2564_wa,232
keely,dixon,2.0,lacey place,briars meadows,barrington,5087,nsw,19380328.0,5477511,id6236540125,keely,dixon,lacey place,briars meadows,barrington,nsw,1970-01-01,5087,5087_di,233
matthew,brookhouse,3.0,goodparla street,timdoolin,highett,2170,nsw,19101115.0,6804612,id2517287214,matthew,brookhouse,goodparla street,timdoolin,highett,nsw,1970-01-01,2170,2170_br,234
,rundle,101.0,eaglemont retreat,laalgarths,prospect,6168,qld,19070103.0,7881088,id9647472229,,rundle,eaglemont retreat,laalgarths,prospect,qld,1970-01-01,6168,6168_ru,235
,frgh,62.0,matina street,sun city r esort,ascot park,4107,wa,19760203.0,9419843,id4766475983,,frgh,matina street,sun city r esort,ascot park,wa,1970-01-01,4107,4107_fr,236
olivia,cecotti,4.0,dobell circuit,,cabramatta,6152,vic,19580919.0,6701777,id0627513107,olivia,cecotti,dobell circuit,,cabramatta,vic,1970-01-01,6152,6152_ce,237
brianna,morrison,4.0,burston place,esk f airm,seaton,2566,vic,19131203.0,2277933,id0178569700,brianna,morrison,burston place,esk f airm,seaton,vic,1970-01-01,2566,2566_mo,175
sarah,greenw,37.0,kelleway avenue,allandale,marlesgon,6014,qld,19140908.0,6213427,id3019968228,sarah,greenw,kelleway avenue,allandale,marlesgon,qld,1970-01-01,6014,6014_gr,238
jenna,pasalic,679.0,tarana street,mallanganee,osborne,4342,vic,19541124.0,7730932,id4547515502,jenna,pasalic,tarana street,mallanganee,osborne,vic,1970-01-01,4342,4342_pa,239
kylie,koziol,16.0,wolff crescent,brentwood vlge,kurrajong heights,3135,vic,19320709.0,9336502,id8247522832,kylie,koziol,wolff crescent,brentwood vlge,kurrajong heights,vic,1970-01-01,3135,3135_ko,240
